id_medicamento,nombre_medicamento,pais,anio,bimestre,unidades_solicitadas,moneda
MED_ATORVASTATINA,atorvastatina,estados_unidos,2024,2,51,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2024,3,57,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2024,4,41,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2024,5,56,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2024,6,39,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,1,164,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,2,37,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,3,57,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,4,52,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,5,50,EUR
MED_ATORVASTATINA,atorvastatina,estados_unidos,2025,6,34,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,1,50,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,2,52,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,3,44,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,4,71,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,5,58,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2023,6,64,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,1,31,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,2,259,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,3,59,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,4,68,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,5,43,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2024,6,52,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,1,47,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,2,62,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,3,63,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,4,148,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,5,47,EUR
MED_ATORVASTATINA,atorvastatina,mexico,2025,6,56,EUR
MED_BUPROPION,bupropion,espana,2023,1,33,EUR
MED_BUPROPION,bupropion,espana,2023,2,53,EUR
MED_BUPROPION,bupropion,espana,2023,3,137,EUR
MED_BUPROPION,bupropion,espana,2023,4,151,EUR
MED_BUPROPION,bupropion,espana,2023,5,28,EUR
MED_BUPROPION,bupropion,espana,2023,6,43,EUR
MED_BUPROPION,bupropion,espana,2024,1,39,EUR
MED_BUPROPION,bupropion,espana,2024,2,57,EUR
MED_BUPROPION,bupropion,espana,2024,3,128,EUR
MED_BUPROPION,bupropion,espana,2024,4,62,EUR
MED_BUPROPION,bupropion,espana,2024,5,38,EUR
MED_BUPROPION,bupropion,espana,2024,6,42,EUR
MED_BUPROPION,bupropion,espana,2025,1,30,EUR
MED_BUPROPION,bupropion,espana,2025,2,36,EUR
MED_BUPROPION,bupropion,espana,2025,3,36,EUR
MED_BUPROPION,bupropion,espana,2025,4,49,EUR
MED_BUPROPION,bupropion,espana,2025,5,39,EUR
MED_BUPROPION,bupropion,espana,2025,6,47,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,1,267,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,2,55,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,3,52,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,4,278,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,5,51,EUR
MED_BUPROPION,bupropion,estados_unidos,2023,6,52,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,1,90,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,2,67,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,3,46,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,4,46,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,5,158,EUR
MED_BUPROPION,bupropion,estados_unidos,2024,6,49,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,1,30,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,2,59,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,3,65,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,4,22,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,5,65,EUR
MED_BUPROPION,bupropion,estados_unidos,2025,6,58,EUR
MED_BUPROPION,bupropion,mexico,2023,1,30,EUR
MED_BUPROPION,bupropion,mexico,2023,2,37,EUR
MED_BUPROPION,bupropion,mexico,2023,3,35,EUR
MED_BUPROPION,bupropion,mexico,2023,4,31,EUR
MED_BUPROPION,bupropion,mexico,2023,5,145,EUR
MED_BUPROPION,bupropion,mexico,2023,6,150,EUR
MED_BUPROPION,bupropion,mexico,2024,1,119,EUR
MED_BUPROPION,bupropion,mexico,2024,2,30,EUR
MED_BUPROPION,bupropion,mexico,2024,3,39,EUR
MED_BUPROPION,bupropion,mexico,2024,4,71,EUR
MED_BUPROPION,bupropion,mexico,2024,5,48,EUR
MED_BUPROPION,bupropion,mexico,2024,6,35,EUR
MED_BUPROPION,bupropion,mexico,2025,1,44,EUR
MED_BUPROPION,bupropion,mexico,2025,2,32,EUR
MED_BUPROPION,bupropion,mexico,2025,3,131,EUR
MED_BUPROPION,bupropion,mexico,2025,4,51,EUR
MED_BUPROPION,bupropion,mexico,2025,5,30,EUR
MED_BUPROPION,bupropion,mexico,2025,6,168,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,1,9,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,2,14,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,3,6,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,4,2,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,5,7,EUR
MED_DICLOFENACO,diclofenaco,espana,2023,6,4,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,1,8,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,2,5,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,3,109,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,4,5,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,5,3,EUR
MED_DICLOFENACO,diclofenaco,espana,2024,6,11,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,1,8,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,2,14,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,3,7,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,4,5,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,5,6,EUR
MED_DICLOFENACO,diclofenaco,espana,2025,6,3,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,1,4,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,2,8,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,3,9,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,4,5,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,5,1,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2023,6,7,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2024,2,4,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2024,3,15,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2024,4,2,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2024,5,9,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2024,6,6,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,1,6,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,2,7,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,3,12,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,4,1,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,5,7,EUR
MED_DICLOFENACO,diclofenaco,estados_unidos,2025,6,4,EUR
MED_DICLOFENACO,diclofenaco,mexico,2023,2,8,EUR
MED_DICLOFENACO,diclofenaco,mexico,2023,3,19,EUR
MED_DICLOFENACO,diclofenaco,mexico,2023,4,3,EUR
MED_DICLOFENACO,diclofenaco,mexico,2023,5,6,EUR
MED_DICLOFENACO,diclofenaco,mexico,2023,6,2,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,1,2,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,2,6,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,3,5,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,4,16,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,5,12,EUR
MED_DICLOFENACO,diclofenaco,mexico,2024,6,12,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,1,8,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,2,5,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,3,13,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,4,15,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,5,7,EUR
MED_DICLOFENACO,diclofenaco,mexico,2025,6,5,EUR
MED_ENALAPRIL,enalapril,espana,2023,1,31,EUR
MED_ENALAPRIL,enalapril,espana,2023,2,23,EUR
MED_ENALAPRIL,enalapril,espana,2023,3,22,EUR
MED_ENALAPRIL,enalapril,espana,2023,4,40,EUR
MED_ENALAPRIL,enalapril,espana,2023,5,34,EUR
MED_ENALAPRIL,enalapril,espana,2023,6,27,EUR
MED_ENALAPRIL,enalapril,espana,2024,1,45,EUR
MED_ENALAPRIL,enalapril,espana,2024,2,136,EUR
MED_ENALAPRIL,enalapril,espana,2024,3,15,EUR
MED_ENALAPRIL,enalapril,espana,2024,4,49,EUR
MED_ENALAPRIL,enalapril,espana,2024,5,13,EUR
MED_ENALAPRIL,enalapril,espana,2024,6,44,EUR
MED_ENALAPRIL,enalapril,espana,2025,1,28,EUR
MED_ENALAPRIL,enalapril,espana,2025,2,32,EUR
MED_ENALAPRIL,enalapril,espana,2025,3,25,EUR
MED_ENALAPRIL,enalapril,espana,2025,4,31,EUR
MED_ENALAPRIL,enalapril,espana,2025,5,44,EUR
MED_ENALAPRIL,enalapril,espana,2025,6,16,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,1,7,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,2,21,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,3,19,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,4,46,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,5,38,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2023,6,22,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,1,19,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,2,11,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,3,29,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,4,27,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,5,27,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2024,6,32,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,1,36,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,2,164,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,3,128,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,4,40,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,5,37,EUR
MED_ENALAPRIL,enalapril,estados_unidos,2025,6,36,EUR
MED_ENALAPRIL,enalapril,mexico,2023,1,37,EUR
MED_ENALAPRIL,enalapril,mexico,2023,2,33,EUR
MED_ENALAPRIL,enalapril,mexico,2023,3,158,EUR
MED_ENALAPRIL,enalapril,mexico,2023,4,35,EUR
MED_ENALAPRIL,enalapril,mexico,2023,5,21,EUR
MED_ENALAPRIL,enalapril,mexico,2023,6,20,EUR
MED_ENALAPRIL,enalapril,mexico,2024,1,21,EUR
MED_ENALAPRIL,enalapril,mexico,2024,2,27,EUR
MED_ENALAPRIL,enalapril,mexico,2024,3,23,EUR
MED_ENALAPRIL,enalapril,mexico,2024,4,38,EUR
MED_ENALAPRIL,enalapril,mexico,2024,5,12,EUR
MED_ENALAPRIL,enalapril,mexico,2024,6,44,EUR
MED_ENALAPRIL,enalapril,mexico,2025,1,18,EUR
MED_ENALAPRIL,enalapril,mexico,2025,2,26,EUR
MED_ENALAPRIL,enalapril,mexico,2025,3,27,EUR
MED_ENALAPRIL,enalapril,mexico,2025,4,40,EUR
MED_ENALAPRIL,enalapril,mexico,2025,5,46,EUR
MED_ENALAPRIL,enalapril,mexico,2025,6,17,EUR
MED_GABAPENTINA,gabapentina,espana,2023,1,6,EUR
MED_GABAPENTINA,gabapentina,espana,2023,2,6,EUR
MED_GABAPENTINA,gabapentina,espana,2023,3,4,EUR
MED_GABAPENTINA,gabapentina,espana,2023,4,8,EUR
MED_GABAPENTINA,gabapentina,espana,2023,5,3,EUR
MED_GABAPENTINA,gabapentina,espana,2023,6,1,EUR
MED_GABAPENTINA,gabapentina,espana,2024,1,7,EUR
MED_GABAPENTINA,gabapentina,espana,2024,2,1,EUR
MED_GABAPENTINA,gabapentina,espana,2024,3,9,EUR
MED_GABAPENTINA,gabapentina,espana,2024,4,1,EUR
MED_GABAPENTINA,gabapentina,espana,2024,5,12,EUR
MED_GABAPENTINA,gabapentina,espana,2024,6,6,EUR
MED_GABAPENTINA,gabapentina,espana,2025,1,9,EUR
MED_GABAPENTINA,gabapentina,espana,2025,2,4,EUR
MED_GABAPENTINA,gabapentina,espana,2025,3,5,EUR
MED_GABAPENTINA,gabapentina,espana,2025,4,6,EUR
MED_GABAPENTINA,gabapentina,espana,2025,5,2,EUR
MED_GABAPENTINA,gabapentina,espana,2025,6,1,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,1,10,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,2,4,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,3,3,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,4,11,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,5,10,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2023,6,8,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,1,5,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,2,3,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,3,10,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,4,7,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,5,8,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2024,6,7,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2025,3,3,EUR
MED_GABAPENTINA,gabapentina,estados_unidos,2025,4,3,EUR
MED_GABAPENTINA,gabapentina,mexico,2023,1,7,EUR
MED_GABAPENTINA,gabapentina,mexico,2023,2,6,EUR
MED_GABAPENTINA,gabapentina,mexico,2023,3,6,EUR
MED_GABAPENTINA,gabapentina,mexico,2023,4,9,EUR
MED_GABAPENTINA,gabapentina,mexico,2023,5,4,EUR
