archivo,sistema,sede,anio,regla,hallazgos,porcentaje
clinica_mexico_2024.csv,clinica,mexico,2024,colesterol_LDL_no_numerico_o_faltante,19,1.417
clinica_mexico_2024.csv,clinica,mexico,2024,trigliceridos_no_numerico_o_faltante,11,0.82
clinica_mexico_2024.csv,clinica,mexico,2024,frecuencia_card_no_numerico_o_faltante,9,0.671
clinica_mexico_2024.csv,clinica,mexico,2024,glucosa_no_numerico_o_faltante,12,0.895
clinica_mexico_2024.csv,clinica,mexico,2024,peso_kg_no_numerico_o_faltante,5,0.373
clinica_mexico_2025.csv,clinica,mexico,2025,fecha_estudios_invalida,47,3.505
clinica_mexico_2025.csv,clinica,mexico,2025,presion_formato_invalido,28,2.088
clinica_mexico_2025.csv,clinica,mexico,2025,frecuencia_card_no_numerico_o_faltante,13,0.969
clinica_mexico_2025.csv,clinica,mexico,2025,peso_kg_no_numerico_o_faltante,17,1.268
clinica_mexico_2025.csv,clinica,mexico,2025,oxigenacion_no_numerico_o_faltante,15,1.119
clinica_mexico_2025.csv,clinica,mexico,2025,hemoglobina_no_numerico_o_faltante,10,0.746
clinica_mexico_2025.csv,clinica,mexico,2025,colesterol_LDL_no_numerico_o_faltante,12,0.895
clinica_mexico_2025.csv,clinica,mexico,2025,trigliceridos_no_numerico_o_faltante,14,1.044
clinica_mexico_2025.csv,clinica,mexico,2025,altura_cm_no_numerico_o_faltante,9,0.671
clinica_mexico_2025.csv,clinica,mexico,2025,colesterol_HDL_no_numerico_o_faltante,14,1.044
clinica_mexico_2025.csv,clinica,mexico,2025,glucosa_no_numerico_o_faltante,10,0.746
prescripciones_espana_2023.csv,prescripciones,espana,2023,fecha_prescripcion_invalida,38,3.363
prescripciones_espana_2024.csv,prescripciones,espana,2024,fecha_prescripcion_invalida,34,2.939
prescripciones_espana_2025.csv,prescripciones,espana,2025,fecha_prescripcion_invalida,33,2.931
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,fecha_prescripcion_invalida,39,3.457
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,fecha_prescripcion_invalida,36,3.077
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,fecha_prescripcion_invalida,33,2.882
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,fecha_prescripcion_invalida,33,2.837
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,fecha_prescripcion_invalida,31,2.739
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,fecha_prescripcion_invalida,30,2.686
transacciones_espana_2023.csv,transacciones,espana,2023,correo_invalido_o_faltante,247,14.817
transacciones_espana_2023.csv,transacciones,espana,2023,fecha_primer_registro_invalida,59,3.539
transacciones_espana_2023.csv,transacciones,espana,2023,telefono_invalido_o_faltante,144,8.638
transacciones_espana_2023.csv,transacciones,espana,2023,fecha_invalida,44,2.639
transacciones_espana_2023.csv,transacciones,espana,2023,monto_no_numerico_o_faltante,15,0.9
transacciones_espana_2024.csv,transacciones,espana,2024,telefono_invalido_o_faltante,146,8.758
transacciones_espana_2024.csv,transacciones,espana,2024,fecha_primer_registro_invalida,54,3.239
transacciones_espana_2024.csv,transacciones,espana,2024,fecha_invalida,55,3.299
transacciones_espana_2024.csv,transacciones,espana,2024,correo_invalido_o_faltante,247,14.817
transacciones_espana_2024.csv,transacciones,espana,2024,monto_no_numerico_o_faltante,21,1.26
transacciones_espana_2025.csv,transacciones,espana,2025,fecha_primer_registro_invalida,44,2.641
transacciones_espana_2025.csv,transacciones,espana,2025,telefono_invalido_o_faltante,130,7.803
transacciones_espana_2025.csv,transacciones,espana,2025,monto_no_numerico_o_faltante,15,0.9
transacciones_espana_2025.csv,transacciones,espana,2025,correo_invalido_o_faltante,232,13.926
transacciones_espana_2025.csv,transacciones,espana,2025,fecha_invalida,49,2.941
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,correo_invalido_o_faltante,243,14.577
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,monto_no_numerico_o_faltante,16,0.96
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,telefono_invalido_o_faltante,136,8.158
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,fecha_invalida,47,2.819
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,fecha_primer_registro_invalida,42,2.519
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,fecha_invalida,56,3.359
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,telefono_invalido_o_faltante,127,7.618
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,correo_invalido_o_faltante,263,15.777
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,fecha_primer_registro_invalida,52,3.119
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,monto_no_numerico_o_faltante,17,1.02
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,telefono_invalido_o_faltante,124,7.443
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,correo_invalido_o_faltante,267,16.026
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,fecha_invalida,45,2.701
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,fecha_primer_registro_invalida,47,2.821
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,monto_no_numerico_o_faltante,16,0.96
transacciones_mexico_2023.csv,transacciones,mexico,2023,correo_invalido_o_faltante,250,14.997
transacciones_mexico_2023.csv,transacciones,mexico,2023,telefono_invalido_o_faltante,144,8.638
transacciones_mexico_2023.csv,transacciones,mexico,2023,fecha_primer_registro_invalida,42,2.519
transacciones_mexico_2023.csv,transacciones,mexico,2023,fecha_invalida,61,3.659
transacciones_mexico_2023.csv,transacciones,mexico,2023,monto_no_numerico_o_faltante,9,0.54
transacciones_mexico_2024.csv,transacciones,mexico,2024,correo_invalido_o_faltante,248,14.877
transacciones_mexico_2024.csv,transacciones,mexico,2024,telefono_invalido_o_faltante,135,8.098
transacciones_mexico_2024.csv,transacciones,mexico,2024,fecha_primer_registro_invalida,65,3.899
transacciones_mexico_2024.csv,transacciones,mexico,2024,fecha_invalida,46,2.759
transacciones_mexico_2024.csv,transacciones,mexico,2024,monto_no_numerico_o_faltante,13,0.78
transacciones_mexico_2025.csv,transacciones,mexico,2025,correo_invalido_o_faltante,245,14.706
transacciones_mexico_2025.csv,transacciones,mexico,2025,fecha_primer_registro_invalida,53,3.181
transacciones_mexico_2025.csv,transacciones,mexico,2025,telefono_invalido_o_faltante,140,8.403
transacciones_mexico_2025.csv,transacciones,mexico,2025,fecha_invalida,55,3.301
transacciones_mexico_2025.csv,transacciones,mexico,2025,monto_no_numerico_o_faltante,19,1.14
