archivo,sistema,sede,anio,columna,registros,faltantes,porcentaje_faltantes,unicos_no_faltantes,tipo_inferido
clinica_espana_2025.csv,clinica,espana,2025,id_lab,1666,0,0.0,1271,text
clinica_espana_2025.csv,clinica,espana,2025,nombre_completo,1666,0,0.0,1520,text
clinica_espana_2025.csv,clinica,espana,2025,sexo,1666,0,0.0,2,text
clinica_espana_2025.csv,clinica,espana,2025,fecha_nacimiento,1666,0,0.0,1242,text
clinica_espana_2025.csv,clinica,espana,2025,edad,1666,0,0.0,95,numeric
clinica_espana_2025.csv,clinica,espana,2025,glucosa,1666,654,39.256,149,numeric
clinica_espana_2025.csv,clinica,espana,2025,colesterol_LDL,1666,654,39.256,181,numeric
clinica_espana_2025.csv,clinica,espana,2025,colesterol_HDL,1666,654,39.256,63,numeric
clinica_espana_2025.csv,clinica,espana,2025,trigliceridos,1666,654,39.256,371,numeric
clinica_espana_2025.csv,clinica,espana,2025,hemoglobina,1666,654,39.256,92,numeric
clinica_espana_2025.csv,clinica,espana,2025,frecuencia_card,1666,0,0.0,80,numeric
clinica_espana_2025.csv,clinica,espana,2025,presion_arterial,1666,0,0.0,870,text
clinica_espana_2025.csv,clinica,espana,2025,peso_kg,1666,0,0.0,675,numeric
clinica_espana_2025.csv,clinica,espana,2025,altura_cm,1666,0,0.0,43,numeric
clinica_espana_2025.csv,clinica,espana,2025,tipo_sangre,1666,0,0.0,8,text
clinica_espana_2025.csv,clinica,espana,2025,fumador,1666,0,0.0,2,numeric
clinica_espana_2025.csv,clinica,espana,2025,oxigenacion,1666,0,0.0,15,numeric
clinica_espana_2025.csv,clinica,espana,2025,fecha_estudios,1666,0,0.0,370,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,id_lab,1667,0,0.0,1254,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,nombre_completo,1667,0,0.0,1492,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,sexo,1667,0,0.0,2,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,fecha_nacimiento,1667,0,0.0,1233,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,edad,1667,0,0.0,94,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,glucosa,1667,663,39.772,145,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,colesterol_LDL,1667,663,39.772,181,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,colesterol_HDL,1667,663,39.772,63,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,trigliceridos,1667,663,39.772,367,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,hemoglobina,1667,663,39.772,91,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,frecuencia_card,1667,0,0.0,79,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,presion_arterial,1667,0,0.0,865,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,peso_kg,1667,0,0.0,673,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,altura_cm,1667,0,0.0,43,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,tipo_sangre,1667,0,0.0,8,text
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,fumador,1667,0,0.0,2,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,oxigenacion,1667,0,0.0,15,numeric
clinica_estados_unidos_2023.csv,clinica,estados_unidos,2023,fecha_estudios,1667,0,0.0,370,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,id_lab,1667,0,0.0,1239,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,nombre_completo,1667,0,0.0,1488,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,sexo,1667,0,0.0,2,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,fecha_nacimiento,1667,0,0.0,1208,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,edad,1667,0,0.0,92,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,glucosa,1667,651,39.052,153,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,colesterol_LDL,1667,651,39.052,182,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,colesterol_HDL,1667,651,39.052,63,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,trigliceridos,1667,651,39.052,378,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,hemoglobina,1667,651,39.052,93,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,frecuencia_card,1667,0,0.0,79,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,presion_arterial,1667,0,0.0,854,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,peso_kg,1667,0,0.0,696,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,altura_cm,1667,0,0.0,43,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,tipo_sangre,1667,0,0.0,8,text
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,fumador,1667,0,0.0,2,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,oxigenacion,1667,0,0.0,15,numeric
clinica_estados_unidos_2024.csv,clinica,estados_unidos,2024,fecha_estudios,1667,0,0.0,369,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,id_lab,1666,0,0.0,1223,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,nombre_completo,1666,0,0.0,1512,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,sexo,1666,0,0.0,2,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,fecha_nacimiento,1666,0,0.0,1196,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,edad,1666,0,0.0,93,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,glucosa,1666,655,39.316,154,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,colesterol_LDL,1666,655,39.316,186,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,colesterol_HDL,1666,655,39.316,63,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,trigliceridos,1666,655,39.316,385,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,hemoglobina,1666,655,39.316,93,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,frecuencia_card,1666,0,0.0,79,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,presion_arterial,1666,0,0.0,902,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,peso_kg,1666,0,0.0,651,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,altura_cm,1666,0,0.0,43,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,tipo_sangre,1666,0,0.0,8,text
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,fumador,1666,0,0.0,2,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,oxigenacion,1666,0,0.0,15,numeric
clinica_estados_unidos_2025.csv,clinica,estados_unidos,2025,fecha_estudios,1666,0,0.0,369,text
clinica_mexico_2023.csv,clinica,mexico,2023,id_lab,1667,0,0.0,1231,text
clinica_mexico_2023.csv,clinica,mexico,2023,nombre_completo,1667,0,0.0,1491,text
clinica_mexico_2023.csv,clinica,mexico,2023,sexo,1667,0,0.0,2,text
clinica_mexico_2023.csv,clinica,mexico,2023,fecha_nacimiento,1667,0,0.0,1200,text
clinica_mexico_2023.csv,clinica,mexico,2023,edad,1667,0,0.0,95,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,glucosa,1667,662,39.712,145,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,colesterol_LDL,1667,662,39.712,183,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,colesterol_HDL,1667,662,39.712,63,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,trigliceridos,1667,662,39.712,364,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,hemoglobina,1667,662,39.712,88,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,frecuencia_card,1667,0,0.0,80,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,presion_arterial,1667,0,0.0,859,text
clinica_mexico_2023.csv,clinica,mexico,2023,peso_kg,1667,0,0.0,663,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,altura_cm,1667,0,0.0,43,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,tipo_sangre,1667,0,0.0,8,text
clinica_mexico_2023.csv,clinica,mexico,2023,fumador,1667,0,0.0,2,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,oxigenacion,1667,0,0.0,15,numeric
clinica_mexico_2023.csv,clinica,mexico,2023,fecha_estudios,1667,0,0.0,367,text
clinica_mexico_2024.csv,clinica,mexico,2024,id_lab,1667,0,0.0,1236,text
clinica_mexico_2024.csv,clinica,mexico,2024,nombre_completo,1667,0,0.0,1502,text
clinica_mexico_2024.csv,clinica,mexico,2024,sexo,1667,0,0.0,2,text
clinica_mexico_2024.csv,clinica,mexico,2024,fecha_nacimiento,1667,0,0.0,1213,text
clinica_mexico_2024.csv,clinica,mexico,2024,edad,1667,0,0.0,93,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,glucosa,1667,668,40.072,151,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,colesterol_LDL,1667,668,40.072,181,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,colesterol_HDL,1667,668,40.072,63,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,trigliceridos,1667,668,40.072,367,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,hemoglobina,1667,668,40.072,86,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,frecuencia_card,1667,0,0.0,80,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,presion_arterial,1667,0,0.0,844,text
clinica_mexico_2024.csv,clinica,mexico,2024,peso_kg,1667,0,0.0,668,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,altura_cm,1667,0,0.0,43,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,tipo_sangre,1667,0,0.0,8,text
clinica_mexico_2024.csv,clinica,mexico,2024,fumador,1667,0,0.0,2,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,oxigenacion,1667,0,0.0,15,numeric
clinica_mexico_2024.csv,clinica,mexico,2024,fecha_estudios,1667,0,0.0,370,text
clinica_mexico_2025.csv,clinica,mexico,2025,id_lab,1666,0,0.0,1259,text
clinica_mexico_2025.csv,clinica,mexico,2025,nombre_completo,1666,0,0.0,1525,text
clinica_mexico_2025.csv,clinica,mexico,2025,sexo,1666,0,0.0,2,text
clinica_mexico_2025.csv,clinica,mexico,2025,fecha_nacimiento,1666,0,0.0,1226,text
clinica_mexico_2025.csv,clinica,mexico,2025,edad,1666,0,0.0,95,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,glucosa,1666,643,38.595,158,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,colesterol_LDL,1666,643,38.595,179,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,colesterol_HDL,1666,643,38.595,63,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,trigliceridos,1666,643,38.595,382,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,hemoglobina,1666,643,38.595,86,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,frecuencia_card,1666,0,0.0,79,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,presion_arterial,1666,0,0.0,850,text
clinica_mexico_2025.csv,clinica,mexico,2025,peso_kg,1666,0,0.0,686,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,altura_cm,1666,0,0.0,43,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,tipo_sangre,1666,0,0.0,8,text
clinica_mexico_2025.csv,clinica,mexico,2025,fumador,1666,0,0.0,2,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,oxigenacion,1666,0,0.0,15,numeric
clinica_mexico_2025.csv,clinica,mexico,2025,fecha_estudios,1666,0,0.0,372,text
prescripciones_espana_2023.csv,prescripciones,espana,2023,id_farmacia,937,0,0.0,937,text
prescripciones_espana_2023.csv,prescripciones,espana,2023,nombre_completo,937,0,0.0,884,text
prescripciones_espana_2023.csv,prescripciones,espana,2023,medicamentos_unidades,937,0,0.0,604,text
prescripciones_espana_2023.csv,prescripciones,espana,2023,fecha_prescripcion,937,0,0.0,332,text
prescripciones_espana_2023.csv,prescripciones,espana,2023,sucursal,937,0,0.0,3,text
prescripciones_espana_2024.csv,prescripciones,espana,2024,id_farmacia,907,0,0.0,907,text
prescripciones_espana_2024.csv,prescripciones,espana,2024,nombre_completo,907,0,0.0,846,text
prescripciones_espana_2024.csv,prescripciones,espana,2024,medicamentos_unidades,907,0,0.0,605,text
prescripciones_espana_2024.csv,prescripciones,espana,2024,fecha_prescripcion,907,0,0.0,332,text
prescripciones_espana_2024.csv,prescripciones,espana,2024,sucursal,907,0,0.0,3,text
prescripciones_espana_2025.csv,prescripciones,espana,2025,id_farmacia,881,0,0.0,881,text
prescripciones_espana_2025.csv,prescripciones,espana,2025,nombre_completo,881,0,0.0,834,text
prescripciones_espana_2025.csv,prescripciones,espana,2025,medicamentos_unidades,881,0,0.0,578,text
prescripciones_espana_2025.csv,prescripciones,espana,2025,fecha_prescripcion,881,0,0.0,339,text
prescripciones_espana_2025.csv,prescripciones,espana,2025,sucursal,881,0,0.0,3,text
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,id_farmacia,874,0,0.0,874,text
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,nombre_completo,874,0,0.0,829,text
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,medicamentos_unidades,874,0,0.0,560,text
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,fecha_prescripcion,874,0,0.0,333,text
prescripciones_estados_unidos_2023.csv,prescripciones,estados_unidos,2023,sucursal,874,0,0.0,3,text
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,id_farmacia,933,0,0.0,933,text
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,nombre_completo,933,0,0.0,882,text
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,medicamentos_unidades,933,0,0.0,620,text
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,fecha_prescripcion,933,0,0.0,349,text
prescripciones_estados_unidos_2024.csv,prescripciones,estados_unidos,2024,sucursal,933,0,0.0,3,text
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,id_farmacia,934,0,0.0,934,text
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,nombre_completo,934,0,0.0,871,text
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,medicamentos_unidades,934,0,0.0,614,text
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,fecha_prescripcion,934,0,0.0,339,text
prescripciones_estados_unidos_2025.csv,prescripciones,estados_unidos,2025,sucursal,934,0,0.0,3,text
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,id_farmacia,921,0,0.0,921,text
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,nombre_completo,921,0,0.0,865,text
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,medicamentos_unidades,921,0,0.0,581,text
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,fecha_prescripcion,921,0,0.0,336,text
prescripciones_mexico_2023.csv,prescripciones,mexico,2023,sucursal,921,0,0.0,3,text
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,id_farmacia,936,0,0.0,936,text
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,nombre_completo,936,0,0.0,885,text
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,medicamentos_unidades,936,0,0.0,609,text
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,fecha_prescripcion,936,0,0.0,338,text
prescripciones_mexico_2024.csv,prescripciones,mexico,2024,sucursal,936,0,0.0,3,text
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,id_farmacia,935,0,0.0,935,text
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,nombre_completo,935,0,0.0,889,text
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,medicamentos_unidades,935,0,0.0,610,text
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,fecha_prescripcion,935,0,0.0,331,text
prescripciones_mexico_2025.csv,prescripciones,mexico,2025,sucursal,935,0,0.0,3,text
transacciones_espana_2023.csv,transacciones,espana,2023,id_transaccion,1667,0,0.0,1667,text
transacciones_espana_2023.csv,transacciones,espana,2023,fecha,1667,0,0.0,363,text
transacciones_espana_2023.csv,transacciones,espana,2023,nombre_paciente,1667,0,0.0,1277,text
transacciones_espana_2023.csv,transacciones,espana,2023,tipo_consulta,1667,0,0.0,7,text
transacciones_espana_2023.csv,transacciones,espana,2023,medico_cargo,1667,0,0.0,5,text
transacciones_espana_2023.csv,transacciones,espana,2023,telefono_contacto,1667,56,3.359,1406,text
transacciones_espana_2023.csv,transacciones,espana,2023,correo_electronico,1667,126,7.558,1243,text
transacciones_espana_2023.csv,transacciones,espana,2023,direccion,1667,0,0.0,1252,text
transacciones_espana_2023.csv,transacciones,espana,2023,monto_cobro,1667,24,1.44,565,numeric
transacciones_espana_2023.csv,transacciones,espana,2023,metodo_pago,1667,0,0.0,3,text
transacciones_espana_2023.csv,transacciones,espana,2023,registro_previo,1667,0,0.0,2,numeric
transacciones_espana_2023.csv,transacciones,espana,2023,fecha_primer_registro,1667,0,0.0,792,text
transacciones_espana_2024.csv,transacciones,espana,2024,id_transaccion,1667,0,0.0,1666,text
transacciones_espana_2024.csv,transacciones,espana,2024,fecha,1667,0,0.0,358,text
transacciones_espana_2024.csv,transacciones,espana,2024,nombre_paciente,1667,0,0.0,1273,text
transacciones_espana_2024.csv,transacciones,espana,2024,tipo_consulta,1667,0,0.0,7,text
transacciones_espana_2024.csv,transacciones,espana,2024,medico_cargo,1667,0,0.0,5,text
transacciones_espana_2024.csv,transacciones,espana,2024,telefono_contacto,1667,45,2.699,1425,text
transacciones_espana_2024.csv,transacciones,espana,2024,correo_electronico,1667,126,7.558,1257,text
transacciones_espana_2024.csv,transacciones,espana,2024,direccion,1667,0,0.0,1261,text
transacciones_espana_2024.csv,transacciones,espana,2024,monto_cobro,1667,12,0.72,554,numeric
transacciones_espana_2024.csv,transacciones,espana,2024,metodo_pago,1667,0,0.0,3,text
transacciones_espana_2024.csv,transacciones,espana,2024,registro_previo,1667,0,0.0,2,numeric
transacciones_espana_2024.csv,transacciones,espana,2024,fecha_primer_registro,1667,0,0.0,911,text
transacciones_espana_2025.csv,transacciones,espana,2025,id_transaccion,1666,0,0.0,1666,text
transacciones_espana_2025.csv,transacciones,espana,2025,fecha,1666,0,0.0,362,text
transacciones_espana_2025.csv,transacciones,espana,2025,nombre_paciente,1666,0,0.0,1286,text
transacciones_espana_2025.csv,transacciones,espana,2025,tipo_consulta,1666,0,0.0,7,text
transacciones_espana_2025.csv,transacciones,espana,2025,medico_cargo,1666,0,0.0,5,text
transacciones_espana_2025.csv,transacciones,espana,2025,telefono_contacto,1666,38,2.281,1421,text
transacciones_espana_2025.csv,transacciones,espana,2025,correo_electronico,1666,141,8.463,1248,text
transacciones_espana_2025.csv,transacciones,espana,2025,direccion,1666,0,0.0,1271,text
transacciones_espana_2025.csv,transacciones,espana,2025,monto_cobro,1666,14,0.84,542,numeric
transacciones_espana_2025.csv,transacciones,espana,2025,metodo_pago,1666,0,0.0,3,text
transacciones_espana_2025.csv,transacciones,espana,2025,registro_previo,1666,0,0.0,2,numeric
transacciones_espana_2025.csv,transacciones,espana,2025,fecha_primer_registro,1666,0,0.0,930,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,id_transaccion,1667,0,0.0,1666,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,fecha,1667,0,0.0,360,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,nombre_paciente,1667,0,0.0,1283,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,tipo_consulta,1667,0,0.0,7,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,medico_cargo,1667,0,0.0,5,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,telefono_contacto,1667,46,2.759,1405,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,correo_electronico,1667,138,8.278,1236,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,direccion,1667,0,0.0,1255,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,monto_cobro,1667,11,0.66,873,numeric
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,metodo_pago,1667,0,0.0,3,text
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,registro_previo,1667,0,0.0,2,numeric
transacciones_estados_unidos_2023.csv,transacciones,estados_unidos,2023,fecha_primer_registro,1667,0,0.0,786,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,id_transaccion,1667,0,0.0,1667,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,fecha,1667,0,0.0,365,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,nombre_paciente,1667,0,0.0,1280,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,tipo_consulta,1667,0,0.0,7,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,medico_cargo,1667,0,0.0,5,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,telefono_contacto,1667,52,3.119,1404,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,correo_electronico,1667,130,7.798,1241,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,direccion,1667,0,0.0,1241,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,monto_cobro,1667,14,0.84,876,numeric
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,metodo_pago,1667,0,0.0,3,text
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,registro_previo,1667,0,0.0,2,numeric
transacciones_estados_unidos_2024.csv,transacciones,estados_unidos,2024,fecha_primer_registro,1667,0,0.0,870,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,id_transaccion,1666,0,0.0,1666,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,fecha,1666,0,0.0,364,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,nombre_paciente,1666,0,0.0,1289,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,tipo_consulta,1666,0,0.0,7,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,medico_cargo,1666,0,0.0,5,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,telefono_contacto,1666,44,2.641,1399,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,correo_electronico,1666,132,7.923,1230,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,direccion,1666,0,0.0,1225,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,monto_cobro,1666,21,1.261,857,numeric
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,metodo_pago,1666,0,0.0,3,text
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,registro_previo,1666,0,0.0,2,numeric
transacciones_estados_unidos_2025.csv,transacciones,estados_unidos,2025,fecha_primer_registro,1666,0,0.0,907,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,id_transaccion,1667,0,0.0,1667,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,fecha,1667,0,0.0,360,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,nombre_paciente,1667,0,0.0,1252,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,tipo_consulta,1667,0,0.0,7,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,medico_cargo,1667,0,0.0,5,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,telefono_contacto,1667,56,3.359,1389,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,correo_electronico,1667,132,7.918,1218,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,direccion,1667,0,0.0,1232,text
